REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE
825508,Toninho do Maranhão,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,3,3,DIFFICULTY
179177,Eliomar Bikofu,0,0,0,0,7.2,6.4,7.8,7.4,1.0,7,5,3,HUMAN
574662,Dário de Lins Cavalcante,0,0,0,0,7.3,7.1,5.9,,0.0,9,5,6,EXACTS
618825,Túlio da Silva de Carvalho,0,0,0,0,6.4,6.3,5.7,4.4,1.0,4,4,3,EXACTS
527591,Aloísio Cleberson Rommoaoão Rosa,0,0,0,0,5.2,5.0,4.9,,0.0,7,2,2,DIFFICULTY
419446,Eunice Érica Gomes de Abreu,0,0,0,0,6.1,5.8,6.4,4.5,1.0,2,2,7,DIFFICULTY
185554,Alexandre Diogo Itiszevic,0,0,0,0,5.2,5.0,5.0,6.0,,4,0,7,EXACTS
118978,Albino Pablo de Ramos,0,0,0,0,6.0,5.0,5.5,5.3,1.0,8,5,3,EXACTS
520151,Cícera Ribeiro,1,3,1,1,0.0,0.0,0.0,0.0,1.0,5,1,7,DIFFICULTY
531871,Keyla de Arruda dos Pinhais Moreno,0,0,0,0,4.5,5.5,5.0,4.6,0.0,6,5,3,EXACTS
855634,Aécio Anakin Biozo de Lins da Silva,0,0,0,0,6.0,5.4,4.9,5.7,,3,1,3,EXACTS
808369,Laércio Felipe Gegabi,0,0,0,0,5.6,5.6,5.5,,0.0,2,5,3,EXACTS
807420,Ciro Décio de Alencar Neto,0,0,0,0,6.6,6.2,7.3,6.3,0.0,3,4,5,HUMAN
937060,Anne Flaviana da Silva Pisebu,0,0,1,1,7.0,7.3,0.0,0.0,0.0,4,1,3,DIFFICULTY
804061,Rogério Heitor Rosatto,1,1,1,1,0.0,0.0,0.0,,1.0,0,1,4,DIFFICULTY
903021,Everaldo Pablo Vayuan,0,0,0,0,6.8,5.0,7.0,,,2,3,3,HUMAN
834094,Vitor Bóris de Amorim Leimpirn Terceiro,0,0,0,0,6.7,5.5,6.2,6.5,1.0,4,2,6,DIFFICULTY
577750,Fernando Branco,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,7,DIFFICULTY
433680,Ana de Oliveira dos Santos Quiroaman,0,0,0,0,6.5,6.4,6.2,5.9,0.0,4,0,8,EXACTS
351118,Dionísio Jair de Freitas,0,0,0,0,6.6,7.0,7.2,6.3,0.0,4,4,3,HUMAN
806129,Ana Pisoson,0,0,0,0,5.9,6.1,5.9,5.8,,2,2,3,EXACTS
551277,Gabriel de Martins Uplitevean,3,3,1,3,0.0,0.0,0.0,0.0,1.0,2,1,4,DIFFICULTY
952734,Toninho Jason Vurniam,0,0,0,0,5.6,4.8,4.9,4.5,0.0,3,2,6,DIFFICULTY
580082,Elizabete Tânia de Palhares Duque,0,0,0,0,6.4,6.5,6.8,,0.0,4,3,3,DIFFICULTY
228014,Thiago Xavier de Arruda do Maranhão,0,0,0,0,6.0,6.0,5.4,4.5,1.0,2,4,5,EXACTS
691023,Jorge Klein Iogrier,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,2,4,DIFFICULTY
888987,Poliana de Novais da Mata,0,0,0,0,6.9,6.4,6.3,6.5,0.0,11,5,3,EXACTS
311869,Simone da Silva,0,0,0,0,6.7,5.1,5.1,6.0,1.0,2,0,8,EXACTS
595975,Bete Ugenan,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,3,DIFFICULTY
138972,Wilson Júlio de Alencar Emri,0,0,0,0,5.9,5.6,5.9,5.1,0.0,4,3,5,EXACTS
760749,Leni de Fernandes Fecotrol,0,0,0,0,7.1,7.4,5.9,,0.0,8,7,1,EXACTS
647143,Laerte Robert de Farias,0,0,0,0,6.9,7.1,5.9,,0.0,14,5,3,EXACTS
160143,Oséas da Silva de Figueiredo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,3,4,DIFFICULTY
105551,Susan Walderice de Pereira Yaloson,0,0,0,0,5.4,4.9,5.4,5.8,1.0,2,2,3,EXACTS
143498,Ismael de Fraga,0,0,0,0,6.3,5.5,6.6,4.6,0.0,2,0,3,EXACTS
463334,Leni Kiara Isblin,0,0,0,0,6.8,7.0,5.3,5.5,0.0,3,5,3,EXACTS
771159,Inácio Benedito do Paraná,3,1,1,1,0.0,0.0,0.0,0.0,1.0,8,3,5,DIFFICULTY
386873,Amália Elisete Mourão de Melo,0,0,0,0,6.1,4.9,5.8,,,3,4,4,EXACTS
291258,Fabíola Estrada,0,0,0,0,6.1,5.6,5.8,4.8,1.0,2,3,3,EXACTS
214476,Rebeca Angélica Góis,0,0,0,0,6.5,6.3,4.8,4.7,,3,4,5,EXACTS
455902,Mariano Iago do Maranhão de Morais Mendes,0,0,0,0,7.0,6.5,6.3,5.8,1.0,8,4,5,EXACTS
242959,Violeta Subone,0,0,0,0,5.8,4.3,6.5,5.8,0.0,5,2,5,DIFFICULTY
187791,Magali Suzy dos Santos,0,0,0,0,6.6,6.9,7.3,6.6,1.0,12,2,4,HUMAN
924632,Quico da Mata,1,1,1,1,0.0,0.0,0.0,0.0,,4,5,2,DIFFICULTY
891911,Augusto de Alencar,0,0,0,0,6.5,6.6,8.5,7.3,0.0,5,5,1,HUMAN
758736,Rafaela Ariel Elisu de Oliveira,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,4,DIFFICULTY
300685,Mônica Tiruthu dos Reis de Uchôa,0,0,0,0,7.6,8.2,8.7,7.3,0.0,12,6,2,VERY_GOOD
145773,Cícero Mateus Grieornvlemão,1,1,1,1,0.0,0.0,0.0,,0.0,12,5,3,DIFFICULTY
681506,Décio da Silva de Souza,0,0,0,0,6.7,6.2,8.3,,0.0,9,4,3,EXCELLENT
734281,Gabrielle Margarete Foremcemuov,0,0,0,0,6.0,4.2,5.2,,0.0,5,4,3,DIFFICULTY
798814,Gilmara Azvoe,0,0,0,0,6.1,5.3,5.0,4.6,0.0,2,3,6,DIFFICULTY
496342,Maria de Fernandes Criozfujoz,0,0,0,0,5.1,5.8,5.5,5.1,0.0,8,0,6,EXACTS
938984,Tânia Itamara da Serra,0,0,0,0,7.2,7.5,7.3,7.3,1.0,7,5,3,VERY_GOOD
863791,Robson de França Ysinoer da Graça Júnior,0,0,0,0,6.7,7.9,5.0,6.2,,8,6,3,VERY_GOOD
762071,Luiza da Silva de Bueno,0,0,0,0,7.2,6.7,6.9,,0.0,5,4,4,HUMAN
531949,Moisés Gomes Dutra,0,0,0,0,6.9,7.2,8.0,6.7,0.0,16,6,1,HUMAN
604777,Zara da Encarnação dos Santos,0,0,0,0,5.8,6.3,4.6,6.2,,4,2,6,EXACTS
380599,Emanoel Jeferson da Silva Dokugode,0,0,0,0,7.3,6.9,6.2,5.3,1.0,7,6,3,EXACTS
668117,Táles Ernomoã Pozorada,0,0,0,0,4.3,5.5,4.8,5.0,0.0,0,0,7,DIFFICULTY
870550,Yuri de Pacheco Otri Zahonema,0,0,0,0,6.7,6.1,6.0,5.6,1.0,5,5,3,EXACTS
836381,Nicole da Silva dos Santos,0,0,0,0,6.4,5.4,5.0,5.7,0.0,2,4,4,EXACTS
763695,Leandro de Souza dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,1.0,7,4,4,DIFFICULTY
843338,Anna Daiane de Gimenes,0,0,0,0,6.5,7.3,5.9,5.7,1.0,13,5,3,EXACTS
173082,Samuel Uprapazvic Yumote,0,0,0,0,6.2,5.6,5.7,4.3,1.0,8,2,4,EXACTS
905433,Melanie de Brandão Mendes Nettemibom,0,0,0,0,6.9,7.1,6.5,,,2,4,3,EXACTS
203294,Leonardo Itamar de Moura,0,0,0,0,5.7,5.7,5.7,,,3,5,4,EXACTS
577730,Márcia Woniji,0,0,0,0,6.8,7.3,4.7,6.8,0.0,5,0,6,EXACTS
211734,Alex Wagner Azco Schmidt,0,0,0,0,6.1,4.8,5.6,5.1,,3,2,4,DIFFICULTY
833995,Gilmar Jânio de Cerqueira,0,0,0,0,5.2,5.2,5.1,4.8,1.0,7,4,1,EXACTS
279031,Wendy de Alencar,0,0,0,0,7.0,6.1,6.5,5.9,1.0,5,2,5,EXACTS
965810,Marcela Jeniffer de Cardoso,0,0,0,0,5.5,5.0,5.3,5.2,1.0,3,4,4,EXACTS
903464,Marciano Quidasvic,0,0,0,0,7.6,7.6,9.4,7.0,,4,3,3,EXCELLENT
154727,Zuleide Léia Guerra,0,0,0,0,7.0,6.9,8.3,,0.0,0,5,3,HUMAN
298917,Pedro de Alcântara Golsugru Terceiro,0,0,0,0,6.8,6.0,5.5,,1.0,6,4,3,EXACTS
606756,Natália Velma Weber,0,0,0,0,5.4,5.4,5.9,4.9,0.0,4,4,6,DIFFICULTY
250966,Hélio David Igreja,0,0,0,0,7.5,8.8,9.4,7.4,0.0,5,2,3,HUMAN
729220,Amanda Souto de Menezes,0,0,0,0,6.7,5.1,5.8,5.5,1.0,3,3,4,EXACTS
549243,Zeca de Paiva,0,0,0,0,8.1,7.5,7.7,,0.0,24,5,2,EXCELLENT
219857,Jairo de Novais Neto,0,0,0,0,6.2,6.3,7.4,7.1,1.0,2,2,6,HUMAN
810412,Karin Rose Caorn,0,0,0,0,6.4,6.7,6.6,5.6,0.0,5,2,4,HUMAN
396137,Heloísa Yzourndovic,0,0,0,0,6.6,6.3,6.8,6.1,1.0,0,0,3,HUMAN
481062,Frederico Karl Biahizvic,0,0,0,0,6.9,6.9,5.7,5.3,1.0,8,3,1,EXACTS
899345,Ronaldo Eproan,0,0,0,0,7.7,7.4,8.1,6.8,,8,5,3,EXCELLENT
128761,Ciro Felipe de Sobral,0,0,0,0,6.4,6.6,5.1,,1.0,5,5,3,DIFFICULTY
617413,Keyla Lina Rosa,0,0,0,0,7.0,6.9,7.4,7.6,1.0,7,5,2,HUMAN
699936,Mariano Nathan da Graça Aernpaer de Nogueira,0,0,1,1,6.3,5.1,0.0,0.0,1.0,3,2,5,DIFFICULTY
984844,Ana Izpoer,0,0,0,0,5.3,4.2,5.8,5.2,1.0,5,2,3,DIFFICULTY
915077,Osvaldo Mendes,0,0,0,0,6.9,6.2,6.7,6.4,1.0,4,5,1,HUMAN
345319,Cristiano Maurício Souto de Sá,0,0,0,0,5.9,5.4,6.0,6.4,1.0,5,4,5,EXACTS
384956,Elói Uravic,0,0,0,0,6.3,6.8,4.9,4.6,1.0,4,2,6,EXACTS
226863,Bárbara Kiara Orneyov Suleuivic de Pereira,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,5,DIFFICULTY
624310,Washington de Freitas Júnior,0,0,0,0,6.2,5.6,5.0,5.6,0.0,5,1,7,DIFFICULTY
395401,Poliana Laís de Barbosa Kubayu,0,0,0,0,6.5,6.0,5.6,5.3,,9,2,3,EXACTS
690052,Clara Gehochi,0,0,0,0,6.4,5.9,6.8,5.4,1.0,3,3,4,HUMAN
906643,Fred Torres,0,0,0,0,5.6,6.2,5.8,4.8,1.0,8,2,6,EXACTS
734088,Léia Talita de Lins Esetlason,0,0,0,0,6.2,6.7,5.4,,1.0,1,2,6,EXACTS
956119,Fred Batista da Gama de Salgado,0,0,0,0,7.0,6.4,6.8,6.3,0.0,2,2,6,HUMAN
177467,Ana Jardim,0,0,0,0,6.7,5.7,5.5,6.4,,2,4,5,EXACTS
952816,Eduarda Simone da Silva,0,0,0,0,4.6,4.5,5.4,4.3,1.0,1,0,3,DIFFICULTY
800421,Jonas Iote da Silva,0,0,0,0,6.3,5.6,5.1,5.2,0.0,4,3,4,EXACTS
969269,Soraya de Lima Klein,1,1,3,3,0.0,0.0,0.0,,1.0,2,2,4,DIFFICULTY
761952,Érica Schneider,0,0,0,0,6.5,6.7,5.3,4.9,,2,6,4,EXACTS
700858,Suzana de Pereira,0,0,0,0,5.9,5.8,5.2,5.1,,4,0,8,DIFFICULTY
951012,César de Cabral da Silva,0,0,0,0,5.5,5.1,4.7,5.1,1.0,5,0,1,DIFFICULTY
413711,Ana Otávia Clechi de Monteiro,0,0,0,0,5.2,5.2,5.3,5.4,1.0,2,4,5,EXACTS
275802,Ronaldo Celso Portugal Zogena,0,0,0,0,7.9,8.4,8.6,7.6,0.0,23,7,1,EXCELLENT
634319,Ramon Emílio de Pereira,0,0,0,0,6.7,6.4,5.2,5.2,0.0,5,4,5,EXACTS
925324,Elias Inison,0,0,0,0,6.7,6.0,4.9,5.7,1.0,3,0,6,DIFFICULTY
996994,Amanda de Barbosa,0,0,0,0,6.1,7.0,7.4,5.8,0.0,3,2,6,HUMAN
253021,Simão de Figueira Júnior,0,0,0,0,6.1,5.5,7.2,6.2,1.0,5,2,5,DIFFICULTY
345953,Marciane Emchesy Herouzo,0,0,0,0,7.0,5.9,6.7,6.0,1.0,2,0,4,HUMAN
896387,Telma Janete Fragoso de Sá,0,0,0,0,6.2,6.7,7.3,7.8,1.0,6,4,3,HUMAN
598344,Amarildo Thiago Pimean Júnior,1,1,1,3,0.0,0.0,0.0,0.0,,13,5,4,DIFFICULTY
949010,Ivone Cecília Amna,1,1,1,1,0.0,0.0,0.0,0.0,,5,2,6,DIFFICULTY
998709,Guiomar Mirian Herrera,0,0,0,0,7.7,8.4,7.6,7.0,0.0,11,3,5,EXCELLENT
587686,Celina de Simões Sanches,3,3,1,1,0.0,0.0,0.0,,1.0,7,2,5,DIFFICULTY
328852,Josiane Cibele Ceyrnin,0,0,0,0,5.7,5.6,5.8,5.7,1.0,8,3,5,EXACTS
106318,Laerte de Meireles,1,1,1,3,0.0,0.0,0.0,0.0,,5,4,5,DIFFICULTY
985038,Joel Ijuson,1,1,3,1,0.0,0.0,0.0,0.0,,2,5,3,DIFFICULTY
994563,Eliane Maciel,0,0,0,0,6.4,5.3,6.6,6.0,1.0,0,5,4,HUMAN
313115,Quênia do Nascimento dos Santos Roiuvic,0,0,0,0,5.9,6.0,5.0,4.8,0.0,2,4,4,DIFFICULTY
344720,Eunice Heloísa Shibe de Cerqueira dos Santos,0,0,0,0,7.8,7.7,9.3,7.8,1.0,7,5,3,VERY_GOOD
194575,Leonara de Lemos da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,2,2,3,DIFFICULTY
847898,Victor Paulo Humproman,0,0,0,0,5.0,4.7,5.1,5.8,0.0,5,0,3,DIFFICULTY
247646,Marciano Oliver de Drummond,0,0,0,0,5.7,5.3,5.6,5.2,,5,3,3,DIFFICULTY
354581,Renato Breno Bladi Júnior,0,0,0,0,6.5,6.1,5.0,,1.0,4,4,2,EXACTS
874787,Bete de Linhares,0,0,0,0,6.5,5.0,6.3,5.0,0.0,3,4,4,EXACTS
401169,Sebastião Emílio Giribahe de Osório,0,0,0,0,5.6,5.2,6.2,4.7,0.0,16,7,3,EXACTS
510278,Nivaldo de Madureira Afuha,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,7,DIFFICULTY
606291,Breno de Simões Idoueson Eha,0,0,0,0,6.6,6.1,7.6,6.1,,2,1,3,HUMAN
982293,Max Artur Weiss Ioales,0,0,0,0,5.6,4.7,5.9,5.8,,2,2,6,EXACTS
535650,Vânia Rosa Rodrigues,1,3,3,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFFICULTY
502090,Guiomar Maria Seixas da Lira de Abreu,1,3,3,3,0.0,0.0,0.0,,1.0,4,2,6,DIFFICULTY
988568,Aldo Oprelvic,0,0,0,0,6.2,6.7,5.7,5.9,1.0,3,4,8,EXACTS
316571,Maria Sônia Becezão Azyzer Coier,0,0,0,0,5.8,6.1,5.7,5.0,,0,2,6,EXACTS
483686,Jair Albino Eui de Garcia,0,0,0,0,4.8,5.8,5.1,4.9,1.0,3,3,4,EXACTS
606743,Jandira Edilene de Siqueira,0,0,0,0,5.7,4.5,5.6,5.5,1.0,3,4,4,DIFFICULTY
634329,Diego Ieão,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,2,3,DIFFICULTY
602402,Elano de Morais da Silva do Amazonas,0,0,0,0,6.2,4.9,5.3,5.2,0.0,2,2,4,DIFFICULTY
328331,Edilene Catarina da Conceição,1,3,1,1,0.0,0.0,0.0,0.0,1.0,10,3,2,DIFFICULTY
492490,Ali Jean de Medeiros Jardim Oreshanov,0,0,0,0,6.6,6.9,6.8,,1.0,15,5,2,HUMAN
935935,Magali Hatoni,0,0,0,0,6.5,5.6,4.7,5.7,1.0,4,5,6,DIFFICULTY
644187,Micael Gilson de Cabral Pycaz,0,0,0,0,6.0,5.5,5.3,5.1,0.0,4,0,3,DIFFICULTY
879161,Amélia Quitéria de Magalhães Epaly,3,1,1,3,0.0,0.0,0.0,0.0,1.0,2,4,5,DIFFICULTY
494698,Eustáquio Gao,0,0,3,1,6.5,5.1,0.0,0.0,1.0,2,2,6,DIFFICULTY
810935,Ismael Daniel da Mata Safean,0,0,0,0,6.6,6.8,6.1,6.4,1.0,1,5,3,EXACTS
877671,Vera Jaxoen de Bueno,0,0,0,0,6.3,5.9,4.9,5.9,,6,4,5,EXACTS
842256,Domingos Fred Oateorn de Cardozo,0,0,0,0,5.6,4.9,6.5,5.1,1.0,1,2,6,EXACTS
936499,Antônio de Holanda,0,0,0,0,6.1,5.5,4.7,5.6,1.0,2,2,4,DIFFICULTY
317602,Denis Otaviano Dani Júnior,0,0,0,0,6.0,5.2,6.3,5.7,1.0,3,2,8,EXACTS
455306,Chico de Rezende,0,0,0,0,6.2,6.6,7.2,4.6,0.0,6,5,3,DIFFICULTY
507761,Hilton de Matos Trepo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFFICULTY
975047,Wesley Baozalman,0,0,0,0,4.8,5.1,5.4,5.7,1.0,2,5,3,DIFFICULTY
737144,Romildo Estrada,0,0,0,0,6.8,7.2,8.1,7.2,0.0,22,7,2,EXCELLENT
859387,Marina Dutra,0,0,0,0,6.2,6.1,5.3,5.7,1.0,3,0,8,EXACTS
709025,Bernardo Ayrton de Almeida do Rio,0,0,0,0,7.4,7.3,7.6,,0.0,13,4,3,HUMAN
638230,Itamara de Souza Frias,0,0,0,0,6.1,5.5,8.1,,,3,2,6,HUMAN
505214,Jonas de Menezes,0,0,0,0,6.9,6.7,5.9,5.8,1.0,2,5,5,EXACTS
714548,Lina das Neves de Fernandes,0,0,0,0,6.0,6.7,5.7,,1.0,5,5,3,EXACTS
860592,Emílio Batista de Lacerda Obernoan,0,0,0,0,6.3,5.7,6.7,5.2,1.0,3,4,4,VERY_GOOD
517708,Damião Frederico Osnezeon Cavalcante,1,1,1,1,0.0,0.0,0.0,0.0,,5,2,6,DIFFICULTY
130336,André Erny,0,0,0,0,7.1,6.7,6.2,7.0,0.0,3,5,3,EXACTS
223408,Ramon Mário Trao,0,0,0,0,5.5,4.5,6.1,5.0,1.0,4,3,8,DIFFICULTY
591035,Kevin Luan de Souza Marques Neto,0,0,0,0,6.3,6.7,8.6,7.4,1.0,0,5,3,HUMAN
916870,Aldo Fernando de Barbosa Toazman,0,0,0,0,6.2,5.3,6.1,,0.0,9,0,2,EXACTS
593738,Célia Wilma do Amaral,0,0,1,1,5.9,5.1,0.0,,1.0,7,5,3,DIFFICULTY
492682,Humberto de Machado,0,0,0,0,5.9,7.2,4.9,5.2,1.0,1,2,6,EXACTS
227579,Roger Gustavo Bahia de Leite,0,0,1,1,7.1,6.8,0.0,0.0,,5,6,2,DIFFICULTY
226899,Tatiana Salclil,3,1,1,1,0.0,0.0,0.0,0.0,,2,2,6,DIFFICULTY
244113,Táles Benedito de Sá dos Santos,0,0,0,0,7.2,7.4,7.9,,1.0,4,5,5,VERY_GOOD
892322,Fabiana de Lemos,0,0,0,0,6.4,6.4,5.3,5.2,1.0,3,2,6,EXACTS
991608,Ricardo de Albuquerque Nza,0,0,0,0,6.4,6.3,4.6,5.5,1.0,1,0,8,EXACTS
792788,Eleonora de Ortega,0,0,0,0,5.8,6.2,5.2,6.0,1.0,2,1,7,EXACTS
185729,Suely Meire da Silva Bisen,1,1,1,1,0.0,0.0,0.0,0.0,,6,6,2,DIFFICULTY
980625,Tatiane da Silva dos Santos,0,0,0,0,5.2,5.7,5.6,5.5,1.0,4,2,6,DIFFICULTY
814736,Catarina Jide,0,0,0,0,5.9,5.4,6.3,,1.0,3,0,6,EXACTS
791958,Kátia Ewa,0,0,0,0,5.9,5.3,5.7,5.6,0.0,7,4,7,EXACTS
327361,Arthur de Oliveira do Maranhão,0,0,0,0,6.8,7.1,5.1,5.6,1.0,2,2,5,EXACTS
258509,Martin Mineiro Crurnpaman das Neves,0,0,0,0,4.6,4.9,5.7,4.7,1.0,5,5,2,DIFFICULTY
104143,Anne Larissa de Oliveira da Serra,0,0,0,0,6.1,5.8,6.5,5.7,1.0,5,2,5,EXACTS
632537,Alexandre Jack Preto Guerra,0,0,0,0,6.1,5.3,5.1,5.2,1.0,2,1,7,EXACTS
396212,Lívia Karin Ridochina Conym,0,0,0,0,6.9,6.6,4.9,6.4,1.0,5,6,2,EXACTS
349933,Manoel Odyoneov Goiov,0,0,0,0,5.9,6.2,5.3,6.5,1.0,3,3,5,EXACTS
334007,Junior Syritas Neto,0,0,0,0,7.0,6.2,6.3,5.2,,6,5,3,EXACTS
910685,Ana de Fonseca da Nóbrega,0,0,0,0,6.8,6.4,5.5,5.2,,15,5,3,EXACTS
649251,Orlando Elias do Maranhão de Cardoso,0,0,0,0,5.4,6.0,5.4,4.6,0.0,8,5,3,DIFFICULTY
144485,Aline Poliana de Vasconcelos,0,0,0,0,5.8,5.0,7.6,4.7,1.0,5,5,3,DIFFICULTY
423031,Ana de Palhares,0,0,0,0,7.5,7.4,7.1,7.5,1.0,17,5,2,EXCELLENT
906930,Luciana Hellen Pimenta de Ayres,0,0,0,0,7.4,7.9,7.4,7.0,0.0,17,5,1,VERY_GOOD
922134,Gilmara Jaqueline Emtaer,0,0,0,0,5.7,5.2,7.5,5.1,1.0,5,5,3,HUMAN
350063,Dante Geraldo de Santo Antônio,0,0,0,0,6.8,6.8,4.9,5.6,0.0,1,2,2,EXACTS
803335,Carla de Machado Wanikibi,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,5,DIFFICULTY
961489,Ronaldo de Holanda,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFFICULTY
809450,Hugo de Souza Azmissozcho da Paraíba,0,0,0,0,7.0,6.8,5.5,6.6,0.0,9,5,5,EXACTS
559191,Nilton Mário de Farias Ozdia,0,0,0,0,7.3,7.0,6.4,5.8,1.0,3,0,4,EXACTS
941424,Dionísio Ademar da Silva,3,1,1,1,0.0,0.0,0.0,0.0,0.0,9,6,4,DIFFICULTY
732623,Simão de Salvador,0,0,0,0,5.2,4.7,4.7,5.1,1.0,1,2,5,DIFFICULTY
530739,Ana Edilene Werner,0,0,0,0,5.6,5.8,5.6,5.0,0.0,4,1,6,EXACTS
910111,Érica Bianca de Mello,0,0,0,0,7.2,7.9,7.6,7.3,1.0,13,6,2,HUMAN
133207,Valter Menovic Júnior,0,0,0,0,5.5,6.9,4.9,4.9,1.0,2,2,6,DIFFICULTY
411316,Isaiane Hozadesa Narilão,0,0,0,0,5.9,6.6,4.8,5.1,0.0,2,3,4,EXACTS
865869,Susan Adrielle de Brito,0,0,0,0,7.0,7.5,8.0,6.3,1.0,9,2,4,HUMAN
246637,Vanessa Ediane dos Santos,3,1,1,1,0.0,0.0,0.0,0.0,1.0,4,5,2,DIFFICULTY
316083,Vanessa Roda,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,8,DIFFICULTY
438178,Jacinto Túlio de Diniz da Graça Neto,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,6,DIFFICULTY
479118,Isabela de Souza do Amazonas,0,0,0,0,6.8,7.2,5.4,4.5,0.0,3,0,1,EXACTS
924774,Orlando de Novais,0,0,0,0,7.2,7.2,8.1,6.2,1.0,9,3,4,HUMAN
528759,Vanda Quésia Orarnoern,0,0,0,0,6.3,6.1,5.1,4.9,1.0,7,5,3,EXACTS
735169,Elizabete de Angola,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2,6,DIFFICULTY
819163,Arthur Maopu Freire de Diniz,0,0,0,0,5.4,5.8,6.1,4.6,0.0,11,5,6,EXACTS
221494,Luzia da Silva,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,3,DIFFICULTY
215853,Filipe Covais de Junqueira,0,0,0,0,5.6,4.8,5.0,5.1,1.0,3,2,6,EXACTS
651779,Marcos de Alves Urnem,0,0,0,0,6.6,7.1,6.9,5.6,1.0,9,2,6,HUMAN
896136,Bernardo Bifu da Paixão de Monteiro,0,0,0,0,6.2,6.3,5.0,6.1,,6,2,6,DIFFICULTY
587775,Wilma Flaviana Castelo,0,0,0,0,5.7,5.5,5.6,5.5,0.0,4,0,4,EXACTS
172010,Gilson de Pereira,0,0,0,0,6.7,7.5,8.1,7.1,0.0,16,6,3,HUMAN
427185,Gisele Valverde Roguo,0,0,1,1,7.6,6.9,0.0,0.0,1.0,8,0,5,DIFFICULTY
320405,Josilda de Machado,0,0,0,0,5.9,6.0,5.2,4.5,1.0,6,3,3,EXACTS
877666,Quênia Zulmira Weber,0,0,0,0,6.5,5.9,5.3,,1.0,12,0,8,EXACTS
358576,Michele da Silva,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0,4,4,DIFFICULTY
184472,Edinaldo Ali de Sales,0,0,0,0,7.2,7.1,7.6,6.3,0.0,7,2,6,HUMAN
379079,Altino Aurélio de Souza Loshaov,0,0,0,0,7.8,7.6,7.9,7.7,0.0,5,6,3,VERY_GOOD
878049,Quirino dos Reis,1,1,1,1,0.0,0.0,0.0,,1.0,3,2,6,DIFFICULTY
527654,Mirian Mercado,0,0,0,0,7.5,8.0,9.6,,0.0,24,6,2,EXCELLENT
405028,Aloísio Weber de Magalhães,0,0,0,0,6.5,4.8,5.2,5.9,1.0,5,2,7,EXACTS
218849,Junior de Paranhos Sugiernão,0,0,0,0,6.6,6.7,4.5,5.9,,2,5,4,DIFFICULTY
744493,Bartolomeu de Santana,0,0,0,0,7.1,7.5,6.2,6.7,1.0,5,3,5,EXACTS
136703,Adílson da Silva,0,0,0,0,6.9,5.9,5.1,5.3,1.0,5,5,4,EXACTS
618460,Rafael Marinho de Alvim,1,1,1,1,0.0,0.0,0.0,,,2,2,7,DIFFICULTY
507674,Jeniffer de Sá,1,1,1,1,0.0,0.0,0.0,0.0,,6,2,2,DIFFICULTY
346361,Isaías Rivaldo de Amorim,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,8,DIFFICULTY
318535,Janete Grekeman,0,0,0,0,7.0,7.4,5.3,5.7,1.0,5,2,5,EXACTS
656743,Sílvio Jeferson de Melo,0,0,0,0,6.1,5.4,5.3,4.8,1.0,2,5,3,EXACTS
710969,Ariel de Paranhos da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,5,5,4,DIFFICULTY
282442,Sérgio de Oliveira,0,0,0,0,6.6,6.1,5.1,,0.0,3,3,4,EXACTS
879314,Dina Flávia Tristão,0,0,0,0,6.8,6.8,7.8,5.9,0.0,5,2,5,HUMAN
873784,Eliane Walderice de Pereira,0,0,0,0,7.1,6.9,6.3,6.8,0.0,18,6,3,EXACTS
131500,Ricardo de Oliva,0,0,0,0,6.1,5.4,5.6,5.6,,0,0,6,DIFFICULTY
657349,Anne Carla Keo,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,5,DIFFICULTY
345897,Dionísio Michel Asemo Valverde,0,0,0,0,7.7,7.9,9.5,7.9,1.0,8,5,3,EXCELLENT
443304,Clara Nair Asettucem,0,0,0,0,6.9,5.8,7.0,,0.0,3,0,3,HUMAN
