REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE,PROFILE_N
622700,Patrícia Mirela de Espanha,3,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,8,DIFFICULTY,1
797457,Amarildo Aope Nebapu,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,5,2,DIFFICULTY,1
761575,Nivaldo Alexandre de Pinheiro,0,0,0,0,7.1,6.3,7.0,4.7,1.0,2,5,1,HUMAN,3
833100,Bruna Eduarda Kayapehe de Melo,0,0,0,0,6.2,5.7,5.0,,1.0,5,4,3,EXACTS,2
528871,Altino Maciel de Viana Júnior,0,0,0,0,6.5,5.9,6.7,5.8,1.0,4,5,3,HUMAN,3
941626,Rose de Peixoto Sasa,0,0,0,0,6.3,7.1,7.3,6.7,1.0,3,5,3,HUMAN,3
344889,Wilma Ivanete Ygrisson,0,0,0,0,6.1,5.3,5.7,,1.0,7,5,5,EXACTS,2
709463,Eustáquio Luís Branco Milani Mineiro,0,0,0,0,5.3,5.2,5.4,5.0,1.0,2,2,6,DIFFICULTY,1
577074,Uribe Elano da Rocha de Gusmão Ezul,0,0,0,0,6.5,6.2,6.3,,1.0,5,5,3,EXACTS,2
192890,Leila Lalirn,1,3,3,1,0.0,0.0,0.0,0.0,0.0,2,5,3,DIFFICULTY,1
288342,Helder de Fraga Mercado,0,0,0,0,5.9,5.9,4.6,5.0,0.0,3,3,5,EXACTS,2
583931,Monique Oaman de Simões da Silva,0,0,0,0,5.8,5.3,6.3,6.4,1.0,17,5,2,DIFFICULTY,1
651468,Guilherme de Fraga,0,0,0,0,7.6,7.5,4.6,6.9,0.0,6,7,3,EXACTS,2
557406,Aline da Silva,0,0,0,0,6.6,6.8,6.4,6.2,0.0,14,3,1,EXACTS,2
349904,Júlio Zeca de Sá dos Santos,0,0,0,0,7.6,8.2,9.0,7.3,0.0,17,6,2,EXCELLENT,5
528828,Melanie Helena Apiã,0,0,0,0,5.1,4.5,5.4,5.3,,7,3,7,EXACTS,2
935019,Quésia Iono,0,0,0,0,7.2,7.1,6.9,,0.0,3,5,4,HUMAN,3
310400,Neila Ieri Pinto de Madureira,0,0,0,0,4.9,5.8,4.5,5.7,0.0,1,5,3,EXACTS,2
907137,Oliver Olavo de Alcântara Jangada,0,0,0,0,5.6,4.9,5.5,,,3,5,5,EXACTS,2
419014,Alessandra Lívia Gibakiku Olavic,0,0,0,0,6.3,6.7,4.5,5.0,1.0,2,2,6,DIFFICULTY,1
575788,João Beasaoer Frias,0,0,0,0,6.7,5.1,5.0,,,12,5,3,EXACTS,2
550888,Edivaldo da Silva,0,0,0,0,4.2,4.5,5.1,5.1,1.0,4,5,3,DIFFICULTY,1
579394,Damião Rodolfo de Toledo,0,0,0,0,5.2,5.3,5.6,5.7,,3,2,3,DIFFICULTY,1
933361,Suzy Moreno,0,0,0,0,6.7,5.8,7.6,7.0,0.0,2,7,5,HUMAN,3
450735,Júlia Melanie Noke de Campos,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,4,DIFFICULTY,1
615978,Fabíola Castelo Rimodiman Rosatto,0,0,0,0,4.8,6.1,5.2,4.9,0.0,2,3,5,DIFFICULTY,1
251661,Márcio Lúcio Ofronurnman de Duarte,0,0,0,0,6.1,6.3,5.5,5.5,1.0,2,2,5,DIFFICULTY,1
461999,Samuel Pinhão,0,0,0,0,7.2,6.8,5.0,5.2,0.0,2,5,3,EXACTS,2
526266,Bernardo Álvaro de Figueiredo Gomes,0,0,0,0,7.1,6.9,7.9,6.1,,8,4,3,HUMAN,3
533405,Lina de Lisboa Shizasu dos Santos,0,0,0,0,7.0,6.8,6.1,,1.0,9,5,3,VERY_GOOD,4
645848,Oliver Daneyo de Macedo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,7,DIFFICULTY,1
982576,Ana Góis,0,0,0,0,5.7,5.3,5.5,5.4,0.0,5,5,3,EXACTS,2
219244,Isaías Alfredo Afoz,0,0,0,0,5.8,4.9,4.7,6.5,1.0,8,0,3,EXACTS,2
546532,Suzanne Maria de Alvim dos Santos,0,0,0,0,8.2,7.4,8.2,,0.0,4,4,3,VERY_GOOD,4
896800,Gilmar Dário de Oliva,0,0,0,0,4.9,5.0,5.6,4.7,0.0,3,2,5,EXACTS,2
951744,Jaziel Omar Gomes Zerata,0,0,0,0,7.5,7.8,7.5,7.3,0.0,6,5,3,VERY_GOOD,4
994897,Amália de Salgado,3,1,1,1,0.0,0.0,0.0,,1.0,3,2,5,DIFFICULTY,1
974044,Rute Verônica de Ortiz Crueson,0,0,0,0,5.2,5.3,6.4,5.3,1.0,3,2,6,EXACTS,2
531576,Bianca Danielle de Moreira Pamiz,0,0,0,0,6.6,6.6,5.6,5.0,1.0,3,3,5,EXACTS,2
201927,Edu Ademar de Ramos,0,0,0,0,8.0,7.8,9.0,7.7,0.0,7,3,2,EXCELLENT,5
121128,Benedito Robson da Silva Bumgo,0,0,0,0,5.9,6.3,4.8,4.7,1.0,4,3,5,EXACTS,2
990241,Isaías Denis de Macedo,0,0,0,0,8.1,7.9,8.1,7.5,0.0,10,6,3,EXCELLENT,5
175736,Jean Lucas de Madureira Kudoza,0,0,0,0,5.2,6.3,5.5,5.7,0.0,3,1,3,DIFFICULTY,1
645192,Samanta Janaína de Araújo Ximenes Bahahon,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,4,5,DIFFICULTY,1
385509,Juliana Susaov,0,0,0,0,7.1,6.9,7.6,,1.0,13,7,3,HUMAN,3
986516,Rose Moreno Algias,0,0,0,0,6.3,6.4,6.1,5.9,1.0,2,3,4,EXACTS,2
821918,Rute Cássia Guedes Epon,0,0,0,0,6.3,5.7,5.6,5.0,1.0,13,5,4,EXACTS,2
838184,Juliano Cavalcante de Vasconcelos,0,0,0,0,6.3,5.7,6.2,5.8,1.0,4,5,3,EXACTS,2
276000,Fred Alisson Nazdra Mecimimez,0,0,0,0,6.5,6.4,5.7,6.2,0.0,3,0,3,EXACTS,2
857033,Dante de Oliveira Prates,0,0,1,1,5.1,4.9,0.0,0.0,0.0,3,0,4,DIFFICULTY,1
907749,Dionísio Pucaman,0,0,0,0,6.7,7.0,7.8,,,6,2,3,VERY_GOOD,4
568846,Jaziel de Paranhos,1,3,1,1,0.0,0.0,0.0,0.0,1.0,7,2,6,DIFFICULTY,1
162856,Thaís de Holanda da Graça Dutra,0,0,0,0,6.4,6.2,5.4,5.5,1.0,3,3,6,EXACTS,2
933166,Anakin Quico de Santo Antônio,0,0,0,0,6.7,7.4,7.2,,,9,6,1,VERY_GOOD,4
101653,Edinaldo Ângelo Muparotsu,0,0,0,0,4.7,4.6,5.5,4.7,1.0,5,2,4,DIFFICULTY,1
393815,Oliver Felipe Ykro Yoyo,0,0,0,0,7.3,7.1,5.6,6.5,1.0,2,2,7,EXACTS,2
259221,João Carlos Azenul,0,0,0,0,6.0,6.4,5.9,5.7,0.0,0,0,3,EXACTS,2
720520,Manuela Rosana Hozonuko Pimenta,0,0,0,0,6.0,4.8,6.2,6.1,1.0,1,2,5,EXACTS,2
259017,Tainá Guiomar Eflonziman Meme,0,0,0,0,5.5,6.5,5.1,4.7,,3,7,8,EXACTS,2
545574,Paulínia da Silva,0,0,0,0,5.9,4.6,5.8,5.0,1.0,3,5,3,DIFFICULTY,1
745225,Fátima Aparecida Schmidt de Pereira,0,0,0,0,6.4,5.7,4.9,4.7,0.0,4,2,2,DIFFICULTY,1
932319,Marlene Gislaine de Jesus,0,0,0,0,6.7,5.9,6.4,,0.0,5,3,5,DIFFICULTY,1
160130,Tainá Oima,0,0,0,0,5.7,5.9,5.0,4.9,1.0,3,1,6,EXACTS,2
685302,Giovanni Riglaneman de Abreu Júnior,0,0,0,0,7.0,7.0,5.7,6.7,1.0,3,5,3,VERY_GOOD,4
163570,Michele Bernadete de Queiroz da Silva,0,0,0,0,6.8,7.1,5.4,6.2,0.0,2,5,2,EXACTS,2
467495,Berenice Bruna de Alencar Ivuine Frias,0,0,0,0,6.2,6.0,5.9,5.5,1.0,3,2,6,EXACTS,2
734862,Jussara de Simões,1,1,1,3,0.0,0.0,0.0,,0.0,7,3,7,DIFFICULTY,1
925757,Raíssa de Gusmões Aiov Limgyho,0,0,0,0,6.9,6.6,7.5,,1.0,14,7,1,VERY_GOOD,4
695840,Hildebrando Ademar Brasil Mizzaezfri Júnior,0,0,0,0,6.5,6.5,7.9,5.3,1.0,7,3,3,HUMAN,3
386316,Manoel Lúcio Eniclo,0,0,0,0,7.2,7.5,5.8,5.4,1.0,9,3,3,EXACTS,2
943284,Solange Daniela da Silva,0,0,0,0,7.0,7.6,6.6,6.3,1.0,3,2,6,HUMAN,3
332508,Rose Arlete Nunes,0,0,0,0,6.7,8.0,8.0,5.6,1.0,6,5,5,HUMAN,3
489948,Valeska da Graça de Queiroz,0,0,0,0,6.2,7.0,5.8,6.2,,5,0,8,EXACTS,2
150763,Mirela Jenny Labbu,0,0,0,0,5.6,5.3,6.6,6.6,0.0,9,2,3,HUMAN,3
786977,Mônica Acholão de Novais Terceiro,1,3,1,3,0.0,0.0,0.0,0.0,1.0,4,5,1,DIFFICULTY,1
753613,Marilúcia Laila Jardim,0,0,0,0,6.3,6.7,4.7,4.9,0.0,2,4,3,EXACTS,2
909815,José do Espírito Santo,1,3,1,1,0.0,0.0,0.0,0.0,0.0,0,1,6,DIFFICULTY,1
962689,Elias da Silva de Madureira Júnior,0,0,0,0,5.4,6.5,6.0,6.1,0.0,4,5,3,EXACTS,2
311414,Marli Lívia de Iglesias,0,0,0,0,5.5,5.6,6.0,5.5,0.0,5,0,6,EXACTS,2
494856,Yolanda Dlefo Gomes,0,0,0,0,7.2,7.1,8.7,,,4,5,3,HUMAN,3
916137,Núbia da Luz,0,0,0,0,7.1,7.6,7.7,7.6,0.0,11,7,2,VERY_GOOD,4
957345,Artur Tesolan Valente Neto,0,0,0,0,6.7,6.9,6.6,5.5,1.0,3,5,4,HUMAN,3
593863,Plínio Jorge de Santo Antônio Eoeoman,0,0,0,0,6.1,6.9,5.7,5.9,1.0,5,0,3,EXACTS,2
581988,Ariel Moreno da Silva,0,0,0,0,5.0,5.2,5.7,5.4,1.0,2,3,5,DIFFICULTY,1
281556,André Frederico da Silva Dlarne,0,0,0,0,5.8,5.2,5.0,5.6,1.0,9,5,6,DIFFICULTY,1
430046,Michele Ililcel,0,0,0,0,5.6,6.3,5.6,5.4,1.0,16,4,4,EXACTS,2
725915,Cristiano de Alvarenga dos Santos da Conceição,3,1,1,1,0.0,0.0,0.0,,1.0,4,2,4,DIFFICULTY,1
894728,Alisson Patrick da Silva,0,0,0,0,6.4,4.4,5.2,5.0,1.0,2,2,4,DIFFICULTY,1
415386,Wellington de Vieira Syaman Weber,0,0,0,0,6.9,5.0,4.8,6.6,1.0,4,0,3,EXACTS,2
303852,Ali Cleberson Pires da Silva,0,0,0,0,6.9,7.6,6.1,6.0,1.0,4,5,3,EXACTS,2
341205,Cristiane de Lins,0,0,0,0,6.0,5.8,4.6,,1.0,3,4,3,DIFFICULTY,1
418393,Tomáz Jairo de Madureira Tichuruorner,0,0,0,0,7.2,7.4,7.8,6.6,,5,5,4,VERY_GOOD,4
693234,Guilherme Nelson Gomes da Paraíba,0,0,0,0,4.7,5.8,5.9,,,4,2,3,DIFFICULTY,1
777966,Emílio Alan de Arruda da Silva,1,1,1,1,0.0,0.0,0.0,,,5,2,5,DIFFICULTY,1
931318,Carla Ponra,0,0,0,0,5.6,4.9,4.7,4.8,,2,2,6,DIFFICULTY,1
135909,Marta Lisa de Jesus,0,0,0,0,6.2,5.9,5.5,5.9,1.0,2,2,3,EXACTS,2
365887,Rosângela de França Gomes Gudo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,5,6,DIFFICULTY,1
643628,Marcos Lopes,0,0,0,0,4.6,4.8,5.9,5.4,1.0,5,2,6,DIFFICULTY,1
493701,Bóris Kauê Gomes Omevic,0,0,0,0,6.3,5.1,4.5,5.2,1.0,6,1,7,EXACTS,2
996350,Heloísa de Macedo do Vale Tieman,0,0,0,0,6.1,5.6,5.6,4.5,1.0,2,4,4,EXACTS,2
510750,Flávia Milani,0,0,0,0,5.4,5.7,4.9,,1.0,4,0,3,EXACTS,2
895385,Alfredo Eliel de Trindade,0,0,0,0,4.9,5.6,7.3,5.7,0.0,4,3,3,HUMAN,3
262673,Brenda Raíssa de Sampaio,0,0,0,0,4.8,5.1,5.7,6.2,1.0,0,4,4,EXACTS,2
810960,Avelino Tomáz da Silva de Souza,0,0,0,0,6.0,4.8,5.0,5.2,0.0,2,5,4,DIFFICULTY,1
711502,Cristina Tânia Branco de Pereira,0,0,0,0,6.5,5.8,5.8,,1.0,3,5,3,EXACTS,2
264809,Jason Marco de Gusmões,0,0,0,0,6.1,5.6,6.6,5.4,1.0,1,4,6,HUMAN,3
675922,Olívia Talita Basrotrilos,0,0,0,0,6.8,7.3,6.6,6.3,1.0,5,1,6,HUMAN,3
984639,Heron Thiago de Nogueira,0,0,0,0,6.7,5.8,7.8,7.3,1.0,15,7,1,HUMAN,3
364521,Isabel Vrorae,0,0,0,0,7.1,6.9,7.6,,1.0,7,2,4,HUMAN,3
642126,Mário Weber,0,0,0,0,5.3,5.8,6.0,4.5,1.0,3,2,4,EXACTS,2
566033,Érica Tatiana Segaguho,0,0,0,0,5.8,6.4,6.0,4.4,1.0,2,2,7,EXACTS,2
737477,Orlando Ogunveme de Pereira,0,0,0,0,7.2,7.3,7.9,,1.0,17,4,3,HUMAN,3
864244,Maria Branco dos Santos,0,0,0,0,6.4,6.9,7.9,,0.0,5,5,2,HUMAN,3
843149,Isaías de Nogueira Klein Gomes Neto,0,0,0,0,7.2,7.6,8.0,7.3,,11,5,3,HUMAN,3
283278,Nivaldo Ualoson de Jesus,0,0,0,0,5.3,4.8,6.4,4.5,1.0,2,1,7,DIFFICULTY,1
376820,Paula da Encarnação Tahakonu,0,0,0,0,6.7,6.8,6.0,6.3,0.0,3,3,1,EXACTS,2
968693,Quico Arnbulo,0,0,0,0,5.6,5.0,5.4,5.4,0.0,3,0,3,EXACTS,2
829310,Tiago de Cardoso dos Santos,0,0,0,0,6.5,6.8,7.0,5.2,,2,0,2,HUMAN,3
279398,Marco Michel Alcuoiov,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,3,1,DIFFICULTY,1
681755,Josilda Elisete de Fernandes,0,0,0,0,7.8,7.9,8.1,8.0,,13,2,4,VERY_GOOD,4
944513,Susan Suzy de Sobral Moreno Pinto,0,0,0,0,8.5,8.6,9.1,8.1,0.0,12,0,3,EXCELLENT,5
771751,Rosimeire Ana Arnave,0,0,0,0,5.6,5.6,5.0,,1.0,3,1,3,DIFFICULTY,1
612362,Ademar Oalman,0,0,0,0,6.2,5.8,6.7,,1.0,2,2,5,HUMAN,3
495532,Vanessa de Souza Preto,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,3,3,DIFFICULTY,1
494283,Fernando de Assis Boiasfa Oflaz,1,1,3,1,0.0,0.0,0.0,0.0,0.0,2,2,6,DIFFICULTY,1
162629,Isaiane Lezclasan de Trindade,0,0,0,0,7.4,8.4,9.2,7.4,0.0,12,6,3,EXCELLENT,5
194505,Ângelo Victor de Albuquerque,0,0,0,0,7.2,6.5,7.7,,0.0,15,7,1,HUMAN,3
405712,Luiz de Sá da Silva Neto,0,0,1,1,6.1,4.8,0.0,0.0,0.0,3,2,6,DIFFICULTY,1
996541,Mayra Edilene Guedes,0,0,0,0,6.0,5.8,4.8,5.5,0.0,2,2,5,EXACTS,2
138415,Olívia Rosana Onuã de Monteiro,0,0,0,0,6.1,5.5,6.6,4.4,1.0,3,2,5,HUMAN,3
540326,Wesley Vimeson Brasil,0,0,0,0,6.1,6.7,5.6,6.0,1.0,3,4,3,EXACTS,2
305660,Giuseppe Filipe Adanea de Assis Júnior,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,2,6,DIFFICULTY,1
522841,Marlene da Silva Icingroman de Barbosa,0,0,0,0,7.3,7.3,5.6,6.7,1.0,12,5,1,EXACTS,2
814513,Wagner Luís de Salvador Júnior,0,0,0,0,5.1,4.3,5.5,5.2,1.0,1,5,3,DIFFICULTY,1
469531,Helder Gomes Delovi,0,0,0,0,7.3,7.0,5.0,5.6,0.0,3,3,4,EXACTS,2
744760,Isac do Vale,1,1,3,1,0.0,0.0,0.0,0.0,0.0,5,5,3,DIFFICULTY,1
901283,Táles Ângelo Krio,0,0,0,0,5.6,6.7,4.9,4.9,1.0,7,2,4,EXACTS,2
241650,Hilton Juliano Mekupu,0,0,3,1,4.5,4.9,0.0,0.0,1.0,5,2,7,DIFFICULTY,1
884857,Jenny Christie de Jesus,0,0,0,0,4.8,4.5,5.1,5.0,1.0,13,0,1,DIFFICULTY,1
390817,Joel Fraeson Elessenni,0,0,1,1,6.1,6.3,0.0,0.0,,4,3,5,DIFFICULTY,1
433175,Sônia Vrosean,0,0,0,0,6.5,4.6,5.2,6.3,1.0,3,3,8,EXACTS,2
619458,Simone de Vargas da Paraíba,0,0,1,3,6.6,4.7,0.0,0.0,1.0,3,3,3,DIFFICULTY,1
857474,David Luigi da Silva,0,0,0,0,5.5,5.9,4.8,4.3,0.0,1,1,3,EXACTS,2
798198,Vanda Mercado de Oliveira do Piauí,0,0,0,0,7.6,7.7,9.1,8.2,1.0,5,4,3,VERY_GOOD,4
794492,Guilherme Beto Preto de Pinheiro,0,0,0,0,4.6,6.8,5.2,,1.0,10,2,2,EXACTS,2
509957,Diana de Oliveira,1,3,1,3,0.0,0.0,0.0,0.0,0.0,3,3,6,DIFFICULTY,1
178762,Jeniffer Heloísa de Bueno,0,0,1,1,6.5,7.0,0.0,0.0,1.0,9,4,5,DIFFICULTY,1
989384,Cibele Clarice Onozgul de Menezes,0,0,0,0,4.9,5.3,5.0,5.4,1.0,3,2,6,DIFFICULTY,1
288658,Meire Marli Umurnparn,0,0,0,0,6.2,5.0,5.8,4.9,1.0,5,2,6,EXACTS,2
823000,Lili Iamripri Fipo,0,0,0,0,7.4,6.5,6.3,,1.0,2,5,3,EXACTS,2
369515,Wanda Telma Aesi,0,0,0,0,6.1,5.7,5.3,5.3,1.0,3,3,4,EXACTS,2
661136,Aldo Thiago do Espírito Santo Coutinho,0,0,0,0,6.7,5.3,5.0,5.0,1.0,10,5,1,EXACTS,2
258796,Sônia Kelly Reka do Espírito Santo,0,0,0,0,6.1,4.5,5.9,4.8,1.0,2,2,6,EXACTS,2
324946,Paulo de Meireles Othu,0,0,0,0,6.7,5.4,5.3,5.5,1.0,2,2,3,DIFFICULTY,1
513715,Heron Romildo Lezgos,0,0,0,0,6.8,6.1,5.3,5.8,,7,5,2,EXACTS,2
990784,André Usucason,0,0,0,0,6.2,4.4,6.6,6.2,,2,2,6,EXACTS,2
646849,Henrique Gomes Tebi,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,3,4,DIFFICULTY,1
676649,Helena Gigi de Linhares Simdli,0,0,0,0,6.1,4.7,5.1,5.1,1.0,4,0,3,EXACTS,2
194400,Roberta de São Pedro Terceiro,0,0,0,0,7.3,8.2,9.5,,1.0,15,5,3,EXCELLENT,5
809533,Nayara Amlo de Oliveira,0,0,0,0,5.7,5.1,6.1,4.8,1.0,5,0,4,DIFFICULTY,1
745695,Maria Marta de Munhoz da Silva,0,0,0,0,5.1,6.2,5.0,5.4,,3,3,4,EXACTS,2
968458,Margarida Marina de Queiroz Bofeson,0,0,0,0,6.8,5.5,5.9,6.2,1.0,4,0,3,EXACTS,2
709383,Léia Negrão,0,0,0,0,6.7,5.9,5.9,5.9,1.0,4,0,3,EXACTS,2
814803,Jonathan Frace,0,0,0,0,5.8,6.3,5.3,,0.0,0,2,6,EXACTS,2
541665,Hélio Edinaldo de Moreira,0,0,0,0,6.0,4.5,7.0,5.3,1.0,5,3,4,DIFFICULTY,1
243478,Moisés Kauê de Borges Guedes,0,0,0,0,7.3,6.9,5.7,6.2,0.0,7,3,2,EXACTS,2
795463,Arlete Teyo de Padilha Palbeã,0,0,0,0,6.7,7.3,8.0,7.3,0.0,10,5,3,EXCELLENT,5
805423,Felícia Guiomar Sanches de Figueira,0,0,0,0,6.6,5.7,5.6,,1.0,2,5,5,DIFFICULTY,1
563982,Eleonora Pinhão,0,0,0,0,5.7,5.7,5.5,5.1,1.0,5,5,3,EXACTS,2
305807,Henrique Ronaldo Birnoã Peoz de Lemes Júnior,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,4,DIFFICULTY,1
403124,Emanoel da Silva Portugal,0,0,0,0,5.9,5.2,5.4,5.4,1.0,2,2,5,EXACTS,2
904181,Núbia Marielle de Meireles,0,0,0,0,7.0,6.9,6.1,6.6,1.0,10,6,6,EXACTS,2
100868,Gilson Robert Etliã,0,0,0,0,5.8,5.2,5.1,5.0,1.0,3,2,6,DIFFICULTY,1
176536,Lino Jairo Weber de Arantes Wogutsura,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFFICULTY,1
259442,Berenice Vogo de Medeiros,0,0,0,0,6.4,5.6,6.4,5.1,0.0,0,6,4,EXACTS,2
966321,Núbia Rosa Sanches,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,4,4,DIFFICULTY,1
179025,Rivaldo Micael de Magalhães,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0,0,8,DIFFICULTY,1
499579,Maria Cleuza de Álvares,3,1,1,3,0.0,0.0,0.0,,,5,2,5,DIFFICULTY,1
117890,Christie Marilúcia de Maia Yuse,0,0,0,0,6.4,6.8,6.5,6.4,1.0,6,3,5,EXACTS,2
784676,Bóris Avelino de Lima,0,0,0,0,5.4,5.9,5.0,5.6,0.0,2,7,3,EXACTS,2
407573,Edinaldo Junior Franco,0,0,0,0,7.2,7.3,7.4,6.2,1.0,2,2,3,HUMAN,3
911919,Pablo Joel de Moreira,0,0,0,0,6.1,5.7,4.9,5.3,1.0,3,6,4,EXACTS,2
513624,Elizabete Cecília de Morais,0,0,0,0,6.3,6.5,6.5,6.8,0.0,3,2,4,EXACTS,2
566121,Josiel Humberto Royi Chieov,0,0,1,3,5.9,5.0,0.0,0.0,1.0,0,3,5,DIFFICULTY,1
845310,Osvaldo Álvaro Gomes,0,0,0,0,5.4,4.4,4.6,4.8,0.0,3,4,5,DIFFICULTY,1
357489,Luiza dos Santos,0,0,1,1,6.3,5.1,0.0,0.0,0.0,2,4,7,DIFFICULTY,1
559515,Emílio Wally Tlockemcil de Linhares da Silva,0,0,0,0,5.9,5.9,7.4,5.8,1.0,16,5,2,HUMAN,3
923663,Ângelo Jackson Bahi Júnior,0,0,3,3,7.7,7.8,0.0,,0.0,6,6,2,EXACTS,2
166771,Gabriela Gigi de Peixoto da Silva,0,0,0,0,6.2,4.6,4.8,5.8,,5,2,6,DIFFICULTY,1
542701,Mike de Pascoal,0,0,0,0,5.1,5.1,4.8,,1.0,5,5,3,DIFFICULTY,1
449006,Igor de Souza,0,0,0,0,6.2,5.6,5.9,6.0,0.0,0,2,6,DIFFICULTY,1
485466,Fabrício Olesoz Shiplivic de Mendonça,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,3,DIFFICULTY,1
638678,Raquel de Cardoso,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,5,5,DIFFICULTY,1
427686,Fabiano de Souza,0,0,0,0,6.3,6.0,5.8,4.7,,3,0,8,EXACTS,2
494217,Cristiane Lisa de Fernandes,0,0,0,0,5.8,6.0,4.8,5.1,0.0,2,1,7,DIFFICULTY,1
393568,Brenda Cármen de Barbosa,3,1,1,3,0.0,0.0,0.0,0.0,0.0,2,2,8,DIFFICULTY,1
855115,Ivanete de Souza Gomes,0,0,0,0,6.3,6.8,6.6,5.4,1.0,5,4,5,HUMAN,3
465437,Washington Rafael de Camargo Couto,0,0,0,0,7.4,7.1,7.7,7.1,1.0,11,5,2,EXCELLENT,5
700263,Quirino de Ferreira,0,0,0,0,5.8,5.8,6.0,4.8,1.0,3,2,6,DIFFICULTY,1
998478,Karin Maria de Rezende,0,0,0,0,5.5,5.3,5.2,5.8,0.0,2,5,7,EXACTS,2
223407,Laerte Vinícius Espada Ybaman,0,0,0,0,6.8,6.3,6.9,6.1,0.0,9,3,5,HUMAN,3
989162,Altair Alex Isacamlim Rahekamo,0,0,0,0,7.2,8.0,8.1,6.7,,8,6,3,VERY_GOOD,4
963403,Mayara Berenice Gomes,0,0,0,0,6.6,6.8,6.9,,0.0,4,3,7,HUMAN,3
434862,Suzy de Assis,0,0,0,0,6.5,5.7,6.8,5.2,0.0,4,1,4,HUMAN,3
220565,Diego Leonardo Amipier Ilpay,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFFICULTY,1
191432,Giovanni Elano Ogoer,0,0,0,0,5.9,6.5,4.6,5.7,,4,1,7,EXACTS,2
908872,Maria Josilda de Salvador,1,3,3,3,0.0,0.0,0.0,0.0,1.0,3,3,4,DIFFICULTY,1
672986,Barnabé Giovanni Elynmemson da Silva,0,0,0,0,7.3,7.0,5.2,4.9,,0,2,3,EXACTS,2
398561,Rosângela de Campos Ainov,0,0,0,0,6.4,5.8,5.6,5.6,,2,1,5,EXACTS,2
415521,Isabela de Farias,0,0,0,0,6.8,5.0,5.3,5.1,1.0,16,0,2,DIFFICULTY,1
214288,Mikaella Tatiane de Lacerda,1,1,1,1,0.0,0.0,0.0,0.0,,3,1,7,DIFFICULTY,1
588570,Danilo Pirisoman de Álvares Júnior,0,0,0,0,6.1,6.3,5.8,5.6,1.0,2,3,3,DIFFICULTY,1
393885,Paula Nado Fiys Guerra,0,0,0,0,5.8,5.3,5.5,,,2,1,7,EXACTS,2
528776,Vanda Eliane de Noronha,0,0,0,0,6.4,5.2,4.9,6.4,1.0,2,5,3,EXACTS,2
179838,Severino Heitor da Silva Lyssam,0,0,0,0,6.9,7.6,6.3,5.1,0.0,2,5,3,EXACTS,2
728610,Gilmara Verônica de Pimentel Umieson,0,0,0,0,5.7,6.2,5.3,6.5,1.0,3,2,4,EXACTS,2
396204,Luigi Estevão da Serra dos Santos de Santana Júnior,0,0,0,0,7.0,7.6,5.8,6.4,1.0,2,3,3,EXACTS,2
728974,André Itamar de Barros Duque Ipielman,1,1,3,1,0.0,0.0,0.0,0.0,1.0,3,7,3,DIFFICULTY,1
529951,Francisco Juliano Cavalcante Ismom Freire,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,1,5,DIFFICULTY,1
747395,Edson Rivaldo de Garcia da Mata Júnior,0,0,0,0,6.7,4.9,6.4,,,6,5,2,EXACTS,2
128813,Mike Mário Sisotraym de Lins,1,1,1,1,0.0,0.0,0.0,0.0,,2,3,5,DIFFICULTY,1
563110,Matheus Barroso Foern,1,1,1,1,0.0,0.0,0.0,0.0,,4,1,6,DIFFICULTY,1
382342,Clotilde Macroz Marques,0,0,1,1,6.8,6.0,0.0,,1.0,2,4,6,DIFFICULTY,1
723446,Quênia Telma Elga,0,0,0,0,6.4,5.5,6.2,5.7,1.0,2,2,6,EXACTS,2
605107,Marcelo Ezequiel Gomes de Peixoto,0,0,0,0,5.9,6.3,6.6,,0.0,5,2,4,HUMAN,3
923443,Josiane Arnoson da Costa,0,0,0,0,7.1,7.3,7.4,6.6,,5,5,3,HUMAN,3
361838,Filipe Hildebrando Ufeueson Pioyco,0,0,0,0,4.5,5.7,6.3,,1.0,6,5,3,DIFFICULTY,1
584774,Wilson Leandro de Lemes,0,0,0,0,6.6,6.5,4.9,5.1,1.0,3,1,6,EXACTS,2
